Title,URL,Document ID,Authors,Conference/Journal,Year,Code Link,Code Context
Robustness of the Weighted World Air Transportation Network Components,https://ieeexplore.ieee.org/document/9905439/,9905439,Issa Moussa Diop; Chantal Cherifi; Cherif Diallo; Hocine Cherifi; ; ; ; ,2022 IEEE Workshop on Complexity in Engineering (COMPENG),2022,,
Multi-Objective Multi-Index Transportation Model for Crude Oil Using Fuzzy NSGA-II,https://ieeexplore.ieee.org/document/9208792/,9208792,Raosaheb Latpate; Sandesh S. Kurade; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
Transportation and Location Planning During Epidemics/Pandemics: Emerging Problems and Solution Approaches,https://ieeexplore.ieee.org/document/9762799/,9762799,Mumtaz Karatas; Levent Erişkin; Elif Bozkaya; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
Digital Twin Consensus for Blockchain-Enabled Intelligent Transportation Systems in Smart Cities,https://ieeexplore.ieee.org/document/9660773/,9660773,Siyi Liao; Jun Wu; Ali Kashif Bashir; Wu Yang; Jianhua Li; Usman Tariq; ; ; ; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
Research on Air Transportation Accident Symptoms Based on Polynomial Discrete Grey Model,https://ieeexplore.ieee.org/document/9986613/,9986613,Wang Yuanying; Liu Jue; ; ,2022 IEEE 4th International Conference on Civil Aviation Safety and Information Technology (ICCASIT),2022,,
Impact of Energy Transition on the Composite Transportation Sustainability Index: Case Study of Tunisian Cities,https://ieeexplore.ieee.org/document/10044000/,10044000,Emna Khammassi; Ferid Rehimi; Adel Kalboussi; ; ; ,2022 IEEE International Conference on Electrical Sciences and Technologies in Maghreb (CISTEM),2022,,
Line survey and intelligent planning technology for power material transportation,https://ieeexplore.ieee.org/document/10087538/,10087538,Xi Chen; Hao Sun; Xian Meng; Ming Tong; Yunchen Zhu; Yan Li; Yang Sun; Peng Yan; Jianshuang Liu; ; ; ; ; ; ; ; ; ,"2022 2nd International Conference on Algorithms, High Performance Computing and Artificial Intelligence (AHPCAI)",2022,,
Why System Requirements Must Influence the Selection of Causal Models to Address Congestion in Freight Logistics,https://ieeexplore.ieee.org/document/9773871/,9773871,Timothy L. Eddy; Davis C. Loose; Thomas L. Polmateer; Mark C. Manasco; James H. Lambert; ; ; ; ; ,2022 IEEE International Systems Conference (SysCon),2022,,
An Incentive Based Road Traffic Control Mechanism for Covid-19 Pandemic Alike Emergency Preparedness and Response,https://ieeexplore.ieee.org/document/9839333/,9839333,Huibo Bi; Wen-Long Shang; Yanyan Chen; Keping Yu; Washington Y. Ochieng; ; ; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
A safety function deployment model for improvement in safety related decision making: A case of transportation system,https://ieeexplore.ieee.org/document/10041538/,10041538,Gourab Kumar Bagchi; Souvik Das; Ashish Garg; J Maiti; ; ; ; ,2022 International Conference on Data Analytics for Business and Industry (ICDABI),2022,,
Vehicle Color Recognition Algorithm Based on Color Space and Sector Features and Related Laws and Regulations,https://ieeexplore.ieee.org/document/9712816/,9712816,Zeng Tong; Yiwen Wang; Yuanfei Xue; Ziming Zeng; Yi Ding; Yingyu Ning; ; ; ; ; ; ,2022 2nd International Conference on Consumer Electronics and Computer Engineering (ICCECE),2022,,
Verification of Intelligent Transportation Systems: Challenges And Possibilities,https://ieeexplore.ieee.org/document/9812702/,9812702,Ibukun Phillips; Robert Kenley; ; ,2022 17th Annual System of Systems Engineering Conference (SOSE),2022,,
A DRL Approach for Object Transportation in Complex Environments,https://ieeexplore.ieee.org/document/9995823/,9995823,Alysson Ribeiro da Silva; Paulo Alfredo Frota Rezeck; Gabriel Santos Luz; Tiago Rezende Alves; Douglas G. Macharet; Luiz Chaimowicz; ; ; ; ; ; ,"2022 Latin American Robotics Symposium (LARS), 2022 Brazilian Symposium on Robotics (SBR), and 2022 Workshop on Robotics in Education (WRE)",2022,,
SWNet: A Deep Learning Based Approach for Splashed Water Detection on Road,https://ieeexplore.ieee.org/document/9244231/,9244231,Jian-Jun Qiao; Xiao Wu; Jun-Yan He; Wei Li; Qiang Peng; ; ; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,https://github.com/wkentaro/labelme,"Python .
[Online]. Available: https://github.com/wkentaro/labelme
[56] H. Zhao, J. Shi, X. Qi, "
A Decentralized Trust Management System for Intelligent Transportation Environments,https://ieeexplore.ieee.org/document/9166764/,9166764,Xiao Chen; Jie Ding; Zhenyu Lu; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
Transportation Management System,https://ieeexplore.ieee.org/document/10040309/,10040309,J Ranjani; V K G Kalaiselvi; R Priya Dharshini; S J Srinithi Samyuktha; J Dishni Priya; ; ; ; ; ,2022 1st International Conference on Computational Science and Technology (ICCST),2022,,
Web Application based Ridesharing Your Transportation in Jakarta,https://ieeexplore.ieee.org/document/9743102/,9743102,Giovanni Randy Kusuma; Afan Rizqi Handana; Harco Leslie Hendric Spits Warnars; ; ; ,2022 Second International Conference on Artificial Intelligence and Smart Energy (ICAIS),2022,,
Distributed Offloading for Cooperative Intelligent Transportation Under Heterogeneous Networks,https://ieeexplore.ieee.org/document/9831029/,9831029,Shichao Xia; Zhixiu Yao; Guangfu Wu; Yun Li; ; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
Behavior2vector: Embedding Users’ Personalized Travel Behavior to Vector,https://ieeexplore.ieee.org/document/9439960/,9439960,Yang Liu; Fanyou Wu; Cheng Lyu; Xin Liu; Zhiyuan Liu; ; ; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
Intelligent Traffic Management System using Internet of Things: A Systematic Literature Review,https://ieeexplore.ieee.org/document/10010602/,10010602,Hendra Marcos; Rahmat Gernowo; Isnaini Rosyida; Oky Dwi Nurhayati; ; ; ; ,"2022 IEEE 8th International Conference on Computing, Engineering and Design (ICCED)",2022,,
Federated Intrusion Detection in Blockchain-Based Smart Transportation Systems,https://ieeexplore.ieee.org/document/9585516/,9585516,Mohamed Abdel-Basset; Nour Moustafa; Hossam Hawash; Imran Razzak; Karam M. Sallam; Osama M. Elkomy; ; ; ; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
A Genetic Algorithm to Optimize Cargo Stability in Container Transportation,https://ieeexplore.ieee.org/document/10014117/,10014117,Chi-Jung Hsieh; Kuang-Sung Wu; Tin-Yu Wu; Fu Jie Tey; Yi-Kai Chen; Jye Yi Ho; ; ; ; ; ; ,2022 IEEE 11th Global Conference on Consumer Electronics (GCCE),2022,,
Collaborative Scheduling of Production and Transportation in the Shop-Floor Based on Digital Twin,https://ieeexplore.ieee.org/document/10005985/,10005985,Xiaozheng Xiong; Wenjun Xu; Jiayi Liu; Yang Hu; ; ; ; ,2022 IEEE 17th Conference on Industrial Electronics and Applications (ICIEA),2022,,
Application of Ant Colony Algorithm in the Field of Urban Intelligent Transportation,https://ieeexplore.ieee.org/document/9851040/,9851040,Yan Yang; Zhiwei Liu; Jiachun Li; ; ; ,"2022 4th International Conference on Communications, Information System and Computer Engineering (CISCE)",2022,,
Optimization of Thermal Coal Multimodal Transportation Considering Externalities,https://ieeexplore.ieee.org/document/10116615/,10116615,Sui Yi; Deng Tao; Zhang Zhi; Li Nannan; Fan Xiying; Wen Wei; ; ; ; ; ; ,2022 IEEE 6th Conference on Energy Internet and Energy System Integration (EI2),2022,,
