Title,URL,Document ID,Authors,Conference/Journal,Year,Code Link,Code Context
Traffic information-based eco-driving for plug-in electric vehicles: A hierarchical control strategy,https://ieeexplore.ieee.org/document/9964685/,9964685,Yapeng Li; Xianke Lin; Xiaosong Hu; ; ; ,2022 6th CAA International Conference on Vehicular Control and Intelligence (CVCI),2022,,
An Expert System Based Dehazing Scheme for Vision Enhancement,https://ieeexplore.ieee.org/document/10077622/,10077622,Sourish Kundu; Biswarup Ganguly; ; ,2022 IEEE 6th International Conference on Condition Assessment Techniques in Electrical Systems (CATCON),2022,,
Study on the Optimization of Bus Organization for the High Speed Railway Station Feeder Bus Facing the Demand of Watching Games,https://ieeexplore.ieee.org/document/10278287/,10278287,Hua Zhong; ,2022 4th International Symposium on Smart and Healthy Cities (ISHC),2022,,
Entropy Content and Construction Supply Models Efficiency in Conditions of Discrete Territorial Development,https://ieeexplore.ieee.org/document/9934065/,9934065,Oleg Zimovets; Aleksander Rudenko; Ahmed Al-Msari; Weihao Sui; Sergei Sarkisov; ; ; ; ; ,2022 International Conference on Engineering Management of Communication and Technology (EMCTECH),2022,,
Routing Optimization by Considering Multiple Uses of Vehicles and Demand Uncertainty: A Real-World Case Study,https://ieeexplore.ieee.org/document/9932000/,9932000,Li Zhang; Tingting Chen; Chuan Ding; Bin Yu; ; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
A Learning-based Noise Tracking Method of Adaptive Kalman Filter for UAV Positioning,https://ieeexplore.ieee.org/document/9922222/,9922222,Haohang Luo; Ying Luo; Bin Han; Min Zeng; ; ; ; ,2022 IEEE 25th International Conference on Intelligent Transportation Systems (ITSC),2022,,
Coupling Urban Road Travel Time and Traffic Status from Vehicle Trajectories by Gaussian Distribution,https://ieeexplore.ieee.org/document/9922080/,9922080,Liping Huang; Zhenghuan Li; Sida Zhao; Ruikang Luo; Rong Su; Yongliang Guan; ; ; ; ; ; ,2022 IEEE 25th International Conference on Intelligent Transportation Systems (ITSC),2022,,
Carbon-reducing Train Rescheduling Method for Urban Railway Systems considering the Grid with Wind Power Supply,https://ieeexplore.ieee.org/document/9922470/,9922470,Chaoxian Wu; Bing Han; Shaofeng Lu; Fei Xue; Fuli Zhong; ; ; ; ; ,2022 IEEE 25th International Conference on Intelligent Transportation Systems (ITSC),2022,,
Construction and Intelligent Application of Map Projection Knowledge Graph,https://ieeexplore.ieee.org/document/10210821/,10210821,Jun Ma; GuangXia Wang; ; ,"2022 International Conference on Intelligent Transportation, Big Data & Smart City (ICITBS)",2022,,
The 5G NR Beamforming Grid for Next-Generation Electronic Toll Collection System,https://ieeexplore.ieee.org/document/10101378/,10101378,Yung-Chang Hsiao; Shiu-Li Huang; ; ,2022 IEEE 7th International Conference on Intelligent Transportation Engineering (ICITE),2022,,
Optimization Design of Nonstop Power Exchange System for Hydrogen Energy Trains,https://ieeexplore.ieee.org/document/9543615/,9543615,Han Liu; Jing Ma; Limin Jia; Huifeng Cheng; Yixiong Gan; Qingjie Qi; ; ; ; ; ; ,IEEE Transactions on Industry Applications,2022,,
Adaptive Optimal Management of EV Battery Distributed Energy for Concurrent Services to Transportation and Power Grid in a Fleet System Under Dynamic Service Pricing,https://ieeexplore.ieee.org/document/9451618/,9451618,Abdullah Azhar Al-obaidi; Hany E. Z. Farag; ; ,IEEE Transactions on Industrial Informatics,2022,,
"Comparative Study Investigating Compressed Natural Gas, Diesel, and Gasoline as Fuel for the Transportation Sector: A Case of UAE",https://ieeexplore.ieee.org/document/9735022/,9735022,Amer Aldawoud; Abdelsalam Aldawoud; Imad Alsyouf; Mamdouh El Haj Assad; Omar Hassan Omar; ; ; ; ; ,2022 Advances in Science and Engineering Technology International Conferences (ASET),2022,,
Driving Intention Recognition of Human Drivers in Mixed Traffic Flow,https://ieeexplore.ieee.org/document/9921828/,9921828,Huazhen Fang; Li Liu; Qing Gu; Yu Meng; ; ; ; ,2022 IEEE 25th International Conference on Intelligent Transportation Systems (ITSC),2022,,
Analysis of route efficiency in city bus transportation vulnerable areas,https://ieeexplore.ieee.org/document/10020748/,10020748,Namsik Yoon; Innjun Choi; Sung Woo Kang; ; ; ,2022 IEEE International Conference on Big Data (Big Data),2022,,
"Integrated Aircraft and Passenger Recovery With Enhancements in Modeling, Solution Algorithm, and Intermodalism",https://ieeexplore.ieee.org/document/9478330/,9478330,Fang Sun; Hong Liu; Yu Zhang; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
A Force-Based Control Approach for the Non-Prehensile Cooperative Transportation of Objects Using Omnidirectional Mobile Robots,https://ieeexplore.ieee.org/document/9966052/,9966052,Mario Rosenfelder; Henrik Ebel; Peter Eberhard; ; ; ,2022 IEEE Conference on Control Technology and Applications (CCTA),2022,,
Interoperable Internet of Things for Smart Transportation Systems in Circular Cities,https://ieeexplore.ieee.org/document/9963761/,9963761,Aqeel Kazmi; Saqib Rasool Chaudhry; Hadi Tabatabaee Malazi; Sangita Dhara; Siobhán Clarke; ; ; ; ; ,Computer,2022,,
Scheduling Algorithm for Raw Material Transportation Via Deep Reinforcement Learning,https://ieeexplore.ieee.org/document/9902861/,9902861,Yi Zhang; Yang-Yang Chen; Faxiang Zhang; ; ; ,2022 41st Chinese Control Conference (CCC),2022,,
Smart City and the effects of the Paradigm Shift in Transportation on Spatial and Urban Planning in Times of Climate Change,https://ieeexplore.ieee.org/document/9792548/,9792548,Hermann Knoflacher; ,2022 Smart City Symposium Prague (SCSP),2022,,
Field Assessment of Intersection Performance Enhanced by Traffic Signal Optimization and Vehicle Trajectory Planning,https://ieeexplore.ieee.org/document/9523587/,9523587,Hao Liu; Carlos Eduardo Flores; John Spring; Steven E. Shladover; Xiao-Yun Lu; ; ; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
Smart Urban Mobility: When Mobility Systems Meet Smart Data,https://ieeexplore.ieee.org/document/9453170/,9453170,Zineb Mahrez; Essaid Sabir; Elarbi Badidi; Walid Saad; Mohamed Sadik; ; ; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
Unmanned Transportation System In Future Cities,https://ieeexplore.ieee.org/document/9757341/,9757341,Yu Yanan; Yu Qiang; Liu Zheng; Ji Hongxia; ; ; ; ,2022 5th International Symposium on Autonomous Systems (ISAS),2022,,
Design and Analysis of a 200 kW Dynamic Wireless Charging System for Electric Vehicles,https://ieeexplore.ieee.org/document/9773670/,9773670,Lingxiao Xue; Veda Galigekere; Gui-jia Su; Rong Zeng; Mostak Mohammad; Emre Gurpinar; Shajjad Chowdhury; Omer Onar; ; ; ; ; ; ; ; ,2022 IEEE Applied Power Electronics Conference and Exposition (APEC),2022,,
Freeway Traffic State Estimation using Fixed and Mobile Sensing Data with Microscopic Simulation Evaluation,https://ieeexplore.ieee.org/document/9922496/,9922496,Qiwei Ma; Mingming Zhao; Yibing Wang; ; ; ,2022 IEEE 25th International Conference on Intelligent Transportation Systems (ITSC),2022,,
A Method to Elicit User Needs of MaaS Based on Activity Theory,https://ieeexplore.ieee.org/document/10101462/,10101462,Lai Zheng; Wenfan Xu; Wei Wei; ; ; ,2022 IEEE 7th International Conference on Intelligent Transportation Engineering (ICITE),2022,,
ANFIS-Based Seamless Train Positioning Method,https://ieeexplore.ieee.org/document/9921885/,9921885,Yidi Chen; Wei Jiang; Jian Wang; Baigen Cai; Yiping Jiang; ; ; ; ; ,2022 IEEE 25th International Conference on Intelligent Transportation Systems (ITSC),2022,,
Comprehensive Control of Reflux Safety Parameters Based on Flexible Grounding Scheme in DC Railway Electrification System,https://ieeexplore.ieee.org/document/9720729/,9720729,Zixuan Zheng; Guifu Du; Dongliang Zhang; Weiguo Huang; Xiaoping Zhang; Zhongkui Zhu; ; ; ; ; ; ,IEEE Transactions on Transportation Electrification,2022,,
A 100-kW Wireless Power Transfer System Development Using Polyphase Electromagnetic Couplers,https://ieeexplore.ieee.org/document/9814053/,9814053,Omer C. Onar; Gui-Jia Su; Mostak Mohammad; Veda P. Galigekere; Larry Seiber; Cliff White; Jonathan Wilkins; Randy Wiles; ; ; ; ; ; ; ; ,2022 IEEE Transportation Electrification Conference & Expo (ITEC),2022,,
Automated Vehicle Path Following: A Non-Quadratic-Lyapunov-Function-Based Model Reference Adaptive Control Approach With C∞-Smooth Projection Modification,https://ieeexplore.ieee.org/document/9802699/,9802699,Xingyu Zhou; Zejiang Wang; Junmin Wang; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
Graph Database-modelled Public Transportation Data for Geographic Insight Web Application,https://ieeexplore.ieee.org/document/10051802/,10051802,Marielet Guillermo; Maverick Rivera; Ronnie Concepcion; Robert Kerwin Billones; Argel Bandala; Edwin Sybingco; Alexis Fillone; Elmer Dadios; ; ; ; ; ; ; ; ,"2022 IEEE/ACIS 23rd International Conference on Software Engineering, Artificial Intelligence, Networking and Parallel/Distributed Computing (SNPD)",2022,,
Long Short-Term Memory and Graph Convolution Network for Forecasting the Crude Oil Traffic Flow,https://ieeexplore.ieee.org/document/9709828/,9709828,Qi Ouyang; Tengda Sun; Yuanyuan Xue; Zhehui Liu; ; ; ; ,IEEE Access,2022,,
Arduino-based Unmanned Intelligent Delivery Cart Design,https://ieeexplore.ieee.org/document/10019877/,10019877,Chen Yifan; Shuqiong Xu; Wang Haocun; Hao Meijie; Geng Fangshu; ; ; ; ; ,"2022 IEEE 5th Advanced Information Management, Communicates, Electronic and Automation Control Conference (IMCEC)",2022,,
Transfer Learning-Aided Collaborative Computational Method for Intelligent Transportation System Applications,https://ieeexplore.ieee.org/document/9765593/,9765593,Tu N. Nguyen; Jiechao Gao; Gunasekaran Manogaran; R. Dinesh Jackson Samuel; Mamoun Alazab; ; ; ; ; ,IEEE Transactions on Green Communications and Networking,2022,,
Memory-Based Ant Colony System Approach for Multi-Source Data Associated Dynamic Electric Vehicle Dispatch Optimization,https://ieeexplore.ieee.org/document/9730786/,9730786,Lin Shi; Zhi-Hui Zhan; Di Liang; Jun Zhang; ; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
Dynamic Order Dispatching With Multiobjective Reward Learning,https://ieeexplore.ieee.org/document/9762884/,9762884,Wenqi Zhang; Qiang Wang; Donghai Shi; Zheming Yuan; Guilong Liu; ; ; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
Power–Transportation Coordination: Toward a Hybrid Economic-Emission Dispatch Model,https://ieeexplore.ieee.org/document/9628048/,9628048,Si Lv; Sheng Chen; Zhinong Wei; Hongcai Zhang; ; ; ; ,IEEE Transactions on Power Systems,2022,,
Coordinated Operation of Hydrogen-Integrated Urban Transportation and Power Distribution Networks Considering Fuel Cell Electric Vehicles,https://ieeexplore.ieee.org/document/9528033/,9528033,Guangzeng Sun; Gengyin Li; Panpan Li; Shiwei Xia; Ziqing Zhu; Mohammad Shahidehpour; ; ; ; ; ; ,IEEE Transactions on Industry Applications,2022,,
A Secure Batch Authentication Scheme for Multiaccess Edge Computing in 5G-Enabled Intelligent Transportation System,https://ieeexplore.ieee.org/document/9881516/,9881516,Myeonghyun Kim; Joonyoung Lee; Jihyeon Oh; Deokkyu Kwon; Kisung Park; Youngho Park; Kil Houm Park; ; ; ; ; ; ; ,IEEE Access,2022,,
Formation Flight Control of Networked-Delayed Quadrotors for Cooperative Slung Load Transportation,https://ieeexplore.ieee.org/document/9856271/,9856271,Omar Mechali; Limei Xu; Xiaomei Xie; ; ; ,2022 IEEE International Conference on Mechatronics and Automation (ICMA),2022,,
Competitive Learning for Unsupervised Anomaly Detection in Intelligent Transportation Systems,https://ieeexplore.ieee.org/document/9838636/,9838636,Umuralp Kaytaz; Fikret Sivrikaya; Sahin Albayrak; ; ; ,ICC 2022 - IEEE International Conference on Communications,2022,,
Decentralized Self-Adaption With Epidemic Algorithms for Agent-Based Transportation,https://ieeexplore.ieee.org/document/9951327/,9951327,Sebastian Schmid; Andreas Harth; ; ,2022 IEEE 42nd International Conference on Distributed Computing Systems Workshops (ICDCSW),2022,,
An Economic and Low-Carbon Co-optimization Method for Coupled Transportation and Power Distribution Networks,https://ieeexplore.ieee.org/document/9949745/,9949745,Wenjie Qiao; Yinghua Han; Fangyuan Si; Jinkuan Wang; Kangping Li; Qiang Zhao; ; ; ; ; ; ,2022 IEEE/IAS Industrial and Commercial Power System Asia (I&CPS Asia),2022,,
Low-Carbon Technology Development in Energy and Transportation Based on a Review of a Practical Study in Southeastern China,https://ieeexplore.ieee.org/document/10116595/,10116595,Simin Chen; Han Chen; Xiaofan Lin; Yinan Li; Jinchun Chen; Wanqing Chen; Keren Chen; Nan Zheng; ; ; ; ; ; ; ; ,2022 IEEE 6th Conference on Energy Internet and Energy System Integration (EI2),2022,,
Development of Integrated Sensor System for Intelligent Transportation System,https://ieeexplore.ieee.org/document/9781912/,9781912,John Emmanuel G. Azares; Mark Joshua A. Centino; Jennifer Dela Cruz; John Paul A. Nopia; Timothy M. Amado; ; ; ; ; ,2022 IEEE 18th International Colloquium on Signal Processing & Applications (CSPA),2022,,
Research on the abnormal state of train brake chains based on target detection,https://ieeexplore.ieee.org/document/10053234/,10053234,Gaijun Li; Jianfeng Han; ; ,"2022 International Conference on Cloud Computing, Big Data and Internet of Things (3CBIT)",2022,,
Cascading Failure in Multiple Critical Infrastructure Interdependent Networks of Syncretic Railway System,https://ieeexplore.ieee.org/document/9358001/,9358001,Su Liu; Chengshuang Yin; Dingjun Chen; Hongxia Lv; Qingpeng Zhang; ; ; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
What is the Root Cause of Congestion in Urban Traffic Networks: Road Infrastructure or Signal Control?,https://ieeexplore.ieee.org/document/9456946/,9456946,Wenwei Yue; Changle Li; Yue Chen; Peibo Duan; Guoqiang Mao; ; ; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
Short-Term Estimation and Prediction of Pedestrian Density in Urban Hot Spots Based on Mobile Phone Data,https://ieeexplore.ieee.org/document/9495246/,9495246,Jinbiao Huo; Xiao Fu; Zhiyuan Liu; Qi Zhang; ; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
A Partial-Fréchet-Distance-Based Framework for Bus Route Identification,https://ieeexplore.ieee.org/document/9430756/,9430756,Cheng Lyu; Xinhua Wu; Yang Liu; Zhiyuan Liu; ; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
CL3D: Camera-LiDAR 3D Object Detection With Point Feature Enhancement and Point-Guided Fusion,https://ieeexplore.ieee.org/document/9726893/,9726893,Chunmian Lin; Daxin Tian; Xuting Duan; Jianshan Zhou; Dezong Zhao; Dongpu Cao; ; ; ; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
Fine Traffic Congestion Detection With Hierarchical Description,https://ieeexplore.ieee.org/document/9901471/,9901471,Xiying Li; Tenglong Hao; Xiao Jin; Bailin Huang; Jingru Liang; ; ; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
On the Role of Intelligent Power Management Strategies for Electrified Vehicles: A Review of Predictive and Cognitive Methods,https://ieeexplore.ieee.org/document/9548913/,9548913,Ahmed M. Ali; Bedatri Moulik; ; ,IEEE Transactions on Transportation Electrification,2022,,
Machine Learning Enabled Design Automation and Multi-Objective Optimization for Electric Transportation Power Systems,https://ieeexplore.ieee.org/document/9541164/,9541164,Derek Jackson; Syrine Belakaria; Yue Cao; Janardhan Rao Doppa; Xiaonan Lu; ; ; ; ; ,IEEE Transactions on Transportation Electrification,2022,,
Carbon emission forecast of China Transport Industry Based on Grey – Markov,https://ieeexplore.ieee.org/document/9778575/,9778575,Jikai Wang; Tianlong Wang; Xinyan Shao; ; ; ,2022 7th International Conference on Intelligent Computing and Signal Processing (ICSP),2022,,
Extraction and Analysis of Highway On-Ramp Merging Scenarios from Naturalistic Trajectory Data,https://ieeexplore.ieee.org/document/9922191/,9922191,Lars Klitzke; Kay Gimm; Carsten Koch; Frank Köster; ; ; ; ,2022 IEEE 25th International Conference on Intelligent Transportation Systems (ITSC),2022,,
Traffic Flow Prediction Base on Feature Fusion of Multi-modal Data,https://ieeexplore.ieee.org/document/10065841/,10065841,Lixia Xu; Xinxin Feng; Qiang Zheng; Haifeng Zheng; ; ; ; ,2022 IEEE 8th International Conference on Computer and Communications (ICCC),2022,,
A Detection Method for Pavement Cracks Combining Object Detection and Attention Mechanism,https://ieeexplore.ieee.org/document/9827988/,9827988,Hui Yao; Yanhao Liu; Xin Li; Zhanping You; Yu Feng; Weiwei Lu; ; ; ; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
The Scanner of Heterogeneous Traffic Flow in Smart Cities by an Updating Model of Connected and Automated Vehicles,https://ieeexplore.ieee.org/document/9756837/,9756837,Dongliang Chen; Hongyong Huang; Yuchao Zheng; Piotr Gawkowski; Haibin Lv; Zhihan Lv; ; ; ; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
Simulation and optimization Research on Equipment Configuration of Coal Terminal Loading and Unloading Operation Systems,https://ieeexplore.ieee.org/document/9844557/,9844557,Tianli Zuo; Wei Li; Zhen Cao; Cheng Li; ; ; ; ,2022 IEEE International Conference on Artificial Intelligence and Computer Applications (ICAICA),2022,,
Multiobjective Optimization of a transportation problem in a closed loop supply chain: a case study,https://ieeexplore.ieee.org/document/9938096/,9938096,Mohamed Mounir Harrir; Lamia Sari-Triqui; ; ,2022 14th International Colloquium of Logistics and Supply Chain Management (LOGISTIQUA),2022,,
"Smart City Energy Technology in the Face of Emergency Situations: Electric Supply, Electric Transportation, and Communication",https://ieeexplore.ieee.org/document/9863799/,9863799,Vijay Vittal; Nirmal Nair; Farnoosh Rahmatian; ; ; ,IEEE Power and Energy Magazine,2022,,
Blockchain Technology for Intelligent Transportation Systems: A Systematic Literature Review,https://ieeexplore.ieee.org/document/9706476/,9706476,Rateb Jabbar; Eya Dhib; Ahmed Ben Said; Moez Krichen; Noora Fetais; Esmat Zaidan; Kamel Barkaoui; ; ; ; ; ; ; ,IEEE Access,2022,,
Detection of Rail Surface Defects with Two Deep Learning Methods: Comparative Analysis,https://ieeexplore.ieee.org/document/9864863/,9864863,İlhan Aydin; Selçuk Sinan Kirat; Erhan Akin; ; ; ,2022 30th Signal Processing and Communications Applications Conference (SIU),2022,,
Research on the Design and Development of Transportation Management Information System,https://ieeexplore.ieee.org/document/10071865/,10071865,No Authors Available,"ISCTT 2022; 7th International Conference on Information Science, Computer Technology and Transportation",2022,,
Design of Urban Road Traffic Induction Algorithm based on DL Algorithm,https://ieeexplore.ieee.org/document/9832120/,9832120,Li Xia; ,"2022 IEEE 2nd International Conference on Electronic Technology, Communication and Information (ICETCI)",2022,,
Optimization of High-Speed Railway Line Planning With Passenger and Freight Transport Coordination,https://ieeexplore.ieee.org/document/9905561/,9905561,Shiqi Li; Maoxiang Lang; Siyu Li; Xinghan Chen; Xueqiao Yu; Yixuan Geng; ; ; ; ; ; ,IEEE Access,2022,,
A Secure Design of the Smart Vehicular IoT System using Blockchain Technology,https://ieeexplore.ieee.org/document/9763216/,9763216,Atul Lal Shrivastava; Rajendra Kumar Dwivedi; ; ,2022 9th International Conference on Computing for Sustainable Global Development (INDIACom),2022,,
Optimal Placement of Electric Vehicle Charging Stations in Utility Grid - A Case Study of Kerala State Highway Network,https://ieeexplore.ieee.org/document/9715934/,9715934,Aneesh Rajendran; R Hari Kumar; ; ,"2022 IEEE International Conference on Power Electronics, Smart Grid, and Renewable Energy (PESGRE)",2022,,
Subarea Division for Urban Road Network Based on Causality,https://ieeexplore.ieee.org/document/9901986/,9901986,Xiaolu Liu; Dongming Wang; Haofei Meng; Duxin Chen; ; ; ; ,2022 41st Chinese Control Conference (CCC),2022,,
Securing Pseudonym Schemes for Vehicular Privacy,https://ieeexplore.ieee.org/document/10020907/,10020907,Md Hasan; Hoda Maleki; Gagan Agrawal; ; ; ,2022 IEEE International Conference on Big Data (Big Data),2022,,
Research on Microgrid Division of Solar and Wind Energy Enrichment Expressway Distribution Network Based on IPSO,https://ieeexplore.ieee.org/document/10079277/,10079277,Wenhui Rui; Xin Li; ; ,2022 3rd International Conference on Advanced Electrical and Energy Systems (AEES),2022,,
Intelligent Vessel Scheduling System for the Controlled inland Waterway Based CPS,https://ieeexplore.ieee.org/document/9922262/,9922262,Hui Xie; Dejun Wang; Shaojun Gan; Zechen Li; Shan Liang; ; ; ; ; ,2022 IEEE 25th International Conference on Intelligent Transportation Systems (ITSC),2022,,
Design and Analysis of Wireless Electric Vehicle Energy Network,https://ieeexplore.ieee.org/document/9941965/,9941965,Wei Liu; K.T. Chau; Calvin C.T. Chow; Chaoqiang Jiang; ; ; ; ,"2022 IEEE Transportation Electrification Conference and Expo, Asia-Pacific (ITEC Asia-Pacific)",2022,,
Research on Cyberattack Detection of Connected Automated Vehicles Based on Support Vector Machine,https://ieeexplore.ieee.org/document/10101470/,10101470,Runzhe Liu; Xin Peng; Zhanbo Sun; Zhihang Huang; Haitao Hu; ; ; ; ; ,2022 IEEE 7th International Conference on Intelligent Transportation Engineering (ICITE),2022,,
An adaptive wheel slip-slide diagnostic system for rolling stock electric vehicles,https://ieeexplore.ieee.org/document/9909503/,9909503,Karan Mathur; Fuat Kucuk; ; ,2022 IEEE 2nd International Conference on Sustainable Energy and Future Electric Transportation (SeFeT),2022,,
Longitudinal Control Strategy Synthesis for Train Platoons Based on Priced Timed Game,https://ieeexplore.ieee.org/document/9922547/,9922547,Wanli Lu; Jidong Lv; Yijuan He; Daqian Zhang; Min Yang; ; ; ; ; ,2022 IEEE 25th International Conference on Intelligent Transportation Systems (ITSC),2022,,
Optimal Control Method of Building Construction Cost Based on Data Fusion,https://ieeexplore.ieee.org/document/10210789/,10210789,Ji Qiu-Yuan; Zeng Xiang-Rong; ; ,"2022 International Conference on Intelligent Transportation, Big Data & Smart City (ICITBS)",2022,,
Stability and Resilience of Transportation Systems: Is a Traffic Jam About to Occur?,https://ieeexplore.ieee.org/document/9508834/,9508834,Amin Ghadami; Charles R. Doering; John M. Drake; Pejman Rohani; Bogdan I. Epureanu; ; ; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
An Approach to Improving Regenerative Energy by Using Swarm Intelligence for Urban Rail Transit,https://ieeexplore.ieee.org/document/9921871/,9921871,Hao Liu; Jing Xun; Juanjuan Cai; Yafei Liu; Xuguang Wen; ; ; ; ; ,2022 IEEE 25th International Conference on Intelligent Transportation Systems (ITSC),2022,,
Research on Intelligent Traffic Control System Based on Multi-Agent,https://ieeexplore.ieee.org/document/10210893/,10210893,Dan Du; ,"2022 International Conference on Intelligent Transportation, Big Data & Smart City (ICITBS)",2022,,
An overview of highway information integration system architecture and design trends,https://ieeexplore.ieee.org/document/9836459/,9836459,Yifei Liu; Yubao Wang; Yibo Xu; ; ; ,2022 IEEE 10th Joint International Information Technology and Artificial Intelligence Conference (ITAIC),2022,,
Trajectory Optimization for High-Speed Trains via a Mixed Integer Linear Programming Approach,https://ieeexplore.ieee.org/document/9741460/,9741460,Yuan Cao; Zixuan Zhang; Fanglin Cheng; Shuai Su; ; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
Optimal Design of DCS Subsystem Monitoring for Urban Rail Transit Signal System Under Cross-line Network,https://ieeexplore.ieee.org/document/9965333/,9965333,Liang Cheng; Yang Xinzheng; Feng Xujie; Liu Shuhao; ; ; ; ,2022 16th IEEE International Conference on Signal Processing (ICSP),2022,,
In-Situ Modulus Determination Using Dispersion Curves Developed From the Deflection-Time History Data,https://ieeexplore.ieee.org/document/9730795/,9730795,Xue Wang; Shihui Shen; Hai Huang; Weiguang Zhang; ; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
Contrastive GNN-based Traffic Anomaly Analysis Against Imbalanced Dataset in IoT-based ITS,https://ieeexplore.ieee.org/document/10001621/,10001621,Yang Wang; Xi Lin; Jun Wu; Ali Kashif Bashir; Wu Yang; Jianhua Li; Muhammad Imran; ; ; ; ; ; ; ,GLOBECOM 2022 - 2022 IEEE Global Communications Conference,2022,,
Study on Distributed Consistent Cooperative Control of Multi-ART in Automated Container Terminals,https://ieeexplore.ieee.org/document/9955511/,9955511,Yu Zhang; Caiyun Yang; Kexin Tang; Jinshan Dai; ; ; ; ,IEEE Access,2022,,
Multi-Trip Multi-Trailer Drop-and-Pull Container Drayage Problem,https://ieeexplore.ieee.org/document/9740041/,9740041,Decheng Wang; Ilkyeong Moon; Ruiyou Zhang; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
Locality Filtering for Efficient Ride Sharing Platforms,https://ieeexplore.ieee.org/document/9410429/,9410429,Francesco Tosoni; Paolo Ferragina; Andrea Marino; Giovanni Resta; Paolo Santi; ; ; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
Transfer Learning With Optimal Transportation and Frequency Mixup for EEG-Based Motor Imagery Recognition,https://ieeexplore.ieee.org/document/9910147/,9910147,Peiyin Chen; He Wang; Xinlin Sun; Haoyu Li; Celso Grebogi; Zhongke Gao; ; ; ; ; ; ,IEEE Transactions on Neural Systems and Rehabilitation Engineering,2022,,
A Review of the Key Technical and Non-Technical Challenges for Sustainable Transportation Electrification: A Case for Urban Catenary Buses,https://ieeexplore.ieee.org/document/9962840/,9962840,Ibrahim Diab; Gautham Ram Chandra Mouli; Pavol Bauer; ; ; ,2022 IEEE 20th International Power Electronics and Motion Control Conference (PEMC),2022,,
Optimal Transportation Particle Filter for Linear Filtering Systems With Correlated Noises,https://ieeexplore.ieee.org/document/9756375/,9756375,Jiayi Kang; Xiuqiong Chen; Yangtianze Tao; Stephen Shing-Toung Yau; ; ; ; ,IEEE Transactions on Aerospace and Electronic Systems,2022,,
Stale Data Analysis in Intelligent Transportation Platooning Models,https://ieeexplore.ieee.org/document/9965630/,9965630,Cavender Holt; Jon C. Calhoun; ; ,"2022 IEEE 13th Annual Ubiquitous Computing, Electronics & Mobile Communication Conference (UEMCON)",2022,,
Blockchain Application on the Internet of Vehicles (IoV),https://ieeexplore.ieee.org/document/10101404/,10101404,Nyothiri Aung; Tahar Kechadi; Tao Zhu; Saber Zerdoumi; Tahar Guerbouz; Sahraoui Dhelim; ; ; ; ; ; ,2022 IEEE 7th International Conference on Intelligent Transportation Engineering (ICITE),2022,,
Hybrid Spatio-Temporal Graph Convolution Network For Short-Term Traffic Forecasting,https://ieeexplore.ieee.org/document/9921809/,9921809,Bokui Chen; Kai Hu; Yue Li; Lixin Miao; ; ; ; ,2022 IEEE 25th International Conference on Intelligent Transportation Systems (ITSC),2022,,
Proposal of a Transportation Routing Method for Swarm Robots in WLAN Environment,https://ieeexplore.ieee.org/document/10014106/,10014106,Masahiro Niihara; Nobuki Saito; Chihiro Yukawa; Kyohei Toyoshima; Tomoya Yasunaga; Tetsuya Oda; ; ; ; ; ; ,2022 IEEE 11th Global Conference on Consumer Electronics (GCCE),2022,,
The Impact of Accidental Traffic Incidents on Network Traffic Status from the Perspective of Smart Cities,https://ieeexplore.ieee.org/document/9760853/,9760853,Shun Li; ,2022 International Conference on Sustainable Computing and Data Communication Systems (ICSCDS),2022,,
Numerical simulation analysis of fluid-solid erosion in three-way pipeline,https://ieeexplore.ieee.org/document/9734649/,9734649,Hongwei Yan; Yi Liu; Ziming Kou; Jian Li; Pengyang Zhao; Bolong He; ; ; ; ; ; ,2022 IEEE 6th Information Technology and Mechatronics Engineering Conference (ITOEC),2022,,
Logistics Distribution Process Design Based on Stochastic Petri Nets and Big Data Algorithms,https://ieeexplore.ieee.org/document/9987800/,9987800,Long Zhang; Jieshun Li; ; ,2022 IEEE 2nd International Conference on Computer Systems (ICCS),2022,,
